class,year,longitude,latitude,kategori,B2,B3,B4,B8,B11,B12,NDVI,NDWI,NDBI,BSI,NDTI
1,2024,122.18982558243272,-2.843615768427731,air_keruh,0.0406,0.0595,0.0304,0.2602,0.1606,0.0735,0.7907777,-0.627776,-0.23669198,-0.22326146,-0.323693
1,2024,122.1877656459093,-2.8494450538144074,air_keruh,0.0959,0.1152,0.147,0.2366,0.2683,0.2412,0.23357664,-0.34508243,0.06278471,0.11072479,0.121281475
1,2024,122.18536238663197,-2.8528740314330565,air_keruh,0.0997,0.109,0.1536,0.1714,0.2389,0.2238,0.054769196,-0.22253923,0.1645138,0.18294156,0.1698401
1,2024,122.18364577286242,-2.8669327326196963,air_keruh,0.075,0.0832,0.0732,0.0666,0.0702,0.0578,-0.0472103,0.1108144,0.026315799,0.0063157915,-0.0639386
1,2024,122.1932588099718,-2.8820199270624607,air_keruh,0.0616,0.0828,0.0492,0.3348,0.1698,0.0749,0.74375004,-0.6034483,-0.32699168,-0.2882678,-0.25454548
1,2024,122.20149855606554,-2.885791694463946,air_keruh,0.0295,0.04705,0.0229,0.3108,0.0905,0.03255,0.86275095,-0.73704064,-0.5489659,-0.5001102,-0.34524658
1,2024,122.1822724818468,-2.871390333550354,air_keruh,0.1276,0.1515,0.1673,0.2978,0.32665,0.30655,0.2805848,-0.32561764,0.04620064,0.07456354,0.04956085
1,2024,122.20321516983508,-2.8892205630590335,air_keruh,0.04905,0.0495,0.04685,0.0796,0.0632,0.04,0.25899565,-0.2331526,-0.114845954,-0.07792209,-0.027503895
1,2024,122.21111159317492,-2.9022501691667584,air_keruh,0.0401,0.0544,0.0427,0.2946,0.1682,0.0765,0.74681294,-0.68825215,-0.27312016,-0.22690617,-0.12049434
1,2024,122.20596175186633,-2.902935933754024,air_keruh,0.0396,0.0576,0.0311,0.3636,0.1627,0.067,0.84241194,-0.72649574,-0.38172144,-0.35075375,-0.29875988
1,2024,122.1984086512804,-2.8929923065516534,air_keruh,0.0368,0.0556,0.034,0.374,0.2202,0.1072,0.8333333,-0.74115455,-0.25883543,-0.23548873,-0.24107139
1,2024,122.20390181534287,-2.890249221618649,air_keruh,0.0301,0.0474,0.02435,0.2901,0.0914,0.03495,0.8451264,-0.7191111,-0.5208388,-0.4689758,-0.32125437
1,2024,122.19463210098742,-2.8823628155248304,air_keruh,0.0487,0.0511,0.0428,0.314,0.1165,0.0484,0.7600897,-0.7200767,-0.4587689,-0.38965517,-0.08839189
1,2024,122.18845229141712,-2.8789339262539113,air_keruh,0.0326,0.0452,0.03235,0.225,0.1214,0.05645,0.7485914,-0.665433,-0.2990762,-0.2524614,-0.16569957
1,2024,122.18330245010851,-2.872761899569233,air_keruh,0.1038,0.1092,0.0995,0.265,0.2357,0.1647,0.4540466,-0.41635486,-0.058518056,-0.047727257,-0.0464782
1,2024,122.18982558243272,-2.880991261055589,air_keruh,0.04055,0.0681,0.03765,0.3516,0.1745,0.07965,0.80655104,-0.6754825,-0.336628,-0.29786527,-0.28794324
1,2024,122.17883925430772,-2.823384490993892,air_keruh,0.1438,0.188,0.2148,0.2504,0.2758,0.2122,0.07652624,-0.1423358,0.048270587,0.10895115,0.06653428
1,2024,122.15995650284287,-2.816869258735975,air_keruh,0.13035,0.1342,0.1373,0.1418,0.187,0.1656,0.01612326,-0.027536212,0.1374696,0.087434,0.011418021
1,2024,122.15617995254992,-2.8154976262443943,air_keruh,0.09575,0.1048,0.0889,0.2551,0.18785,0.10385,0.48313954,-0.417616,-0.15182303,-0.11806885,-0.08208571
1,2024,122.1609864711046,-2.819612518871398,air_keruh,0.1136,0.112,0.1056,0.1656,0.1888,0.1809,0.22123894,-0.19308357,0.06546277,0.026499309,-0.029411783
1,2024,122.21797804825304,-2.899164223376119,air_keruh,0.0607,0.0708,0.0484,0.02105,0.0287,0.02365,-0.39380848,0.541644,0.15376882,-0.029272903,-0.18791945
1,2024,122.1826158046007,-2.8539027227250457,air_keruh,0.0929,0.1068,0.1098,0.1522,0.1751,0.1496,0.16183203,-0.17528959,0.06996639,0.07509434,0.013850443
1,2024,122.17609267227648,-2.827156450869901,air_keruh,0.2628,0.3056,0.3385,0.3399,0.3635,0.39685,0.0020636702,-0.053137105,0.03355134,0.07610945,0.051079035
1,2024,122.15961318008898,-2.820298332894751,air_keruh,0.0871,0.0966,0.1103,0.1405,0.21295,0.20405,0.12041467,-0.1851539,0.20497952,0.17364076,0.06621553
1,2024,122.13970046036242,-2.7904650504043733,air_keruh,0.0662,0.0756,0.0608,0.1532,0.1299,0.072,0.4317757,-0.33916086,-0.0823031,-0.06998295,-0.10850438
1,2024,122.14691023819444,-2.795608774042844,air_keruh,0.1105,0.1158,0.1221,0.1695,0.26895,0.2645,0.1625514,-0.1882229,0.22682175,0.16548692,0.026481725
1,2024,122.14141707413197,-2.791836712243759,air_keruh,0.0958,0.1054,0.1034,0.1822,0.1849,0.149,0.27591038,-0.26703754,0.007354947,0.018188246,-0.009578563
1,2024,122.14725356094836,-2.796980429873182,air_keruh,0.1474,0.1652,0.1729,0.2111,0.2996,0.27435,0.09947914,-0.12197715,0.17329158,0.13718413,0.02277436
1,2024,122.14279036514758,-2.792179627453436,air_keruh,0.0842,0.0932,0.0799,0.2248,0.1597,0.1104,0.47554976,-0.4138365,-0.1693108,-0.12650384,-0.07683421
1,2024,122.1654496669054,-2.8250990197294,air_keruh,0.072,0.0962,0.0948,0.2268,0.1811,0.1435,0.41044775,-0.40433437,-0.112037264,-0.039846864,-0.007329811
1,2024,122.14759688370226,-2.798009170693175,air_keruh,0.0984,0.108,0.08765,0.2779,0.1886,0.0981,0.5204486,-0.4402695,-0.19142552,-0.15332158,-0.10401227
1,2024,122.18055586807726,-2.824756114184793,air_keruh,0.0816,0.09805,0.0978,0.1984,0.21695,0.13025,0.3396354,-0.3385057,0.044661112,0.058427896,-0.0012764707
1,2024,122.1602998255968,-2.819612518871398,air_keruh,0.1556,0.1642,0.174,0.2122,0.1801,0.1593,0.0989125,-0.12752393,-0.08182515,-0.01897771,0.028976943
1,2024,122.2262177943468,-2.88887767666536,air_keruh,0.0514,0.04475,0.0307,0.0233,0.0229,0.02,-0.13703705,0.31520942,-0.008657994,-0.16445829,-0.18621606
1,2024,122.22244124405384,-2.8971069215054843,air_keruh,0.0544,0.06435,0.03875,0.0085,0.01015,0.0107,-0.64021164,0.76664376,0.088471845,-0.12522362,-0.24830262
1,2024,122.21351485245226,-2.9015644041633872,air_keruh,0.0315,0.056,0.0324,0.3632,0.1879,0.0865,0.83619815,-0.73282444,-0.3180911,-0.28357723,-0.26696834
1,2024,122.19222884171008,-2.88339148029196,air_keruh,0.0502,0.0744,0.0457,0.3074,0.1943,0.0994,0.74114984,-0.61026716,-0.22543351,-0.19678715,-0.23896754
1,2024,122.20252852432726,-2.8919636504791684,air_keruh,0.0289,0.04375,0.02345,0.2574,0.13345,0.05395,0.8330069,-0.70944715,-0.31712934,-0.2919675,-0.3020833
1,2024,122.18158583633898,-2.853559825729998,air_keruh,0.1388,0.1576,0.1754,0.1676,0.2193,0.2151,-0.022740519,-0.030750323,0.13362625,0.12594494,0.053453464
1,2024,122.1657929896593,-2.82441320853893,air_keruh,0.0993,0.1306,0.1522,0.189,0.2562,0.2233,0.10785463,-0.18272838,0.15094338,0.17238408,0.07637904
1,2024,122.19154219620226,-2.8446444679912233,air_keruh,0.0534,0.0796,0.0566,0.2954,0.1992,0.1187,0.6784091,-0.5754667,-0.19450058,-0.1538207,-0.1688693
1,2024,122.1881089686632,-2.851845339220679,air_keruh,0.0588,0.0739,0.0624,0.1382,0.0931,0.069,0.37786642,-0.30315888,-0.19498488,-0.11773051,-0.084372714
1,2024,122.20561842911242,-2.8875061300552693,air_keruh,0.0313,0.04725,0.02505,0.2734,0.0789,0.03365,0.8321327,-0.70528615,-0.5520863,-0.49125168,-0.30705395
1,2024,122.20630507462025,-2.8909349934737367,air_keruh,0.0358,0.0554,0.0295,0.2474,0.079,0.0294,0.7869267,-0.6340819,-0.51593137,-0.44600457,-0.30506477
1,2024,122.22862105362414,-2.8895634493491476,air_keruh,0.0391,0.02785,0.02135,0.01845,0.02395,0.0198,-0.07286434,0.20302378,0.12971698,-0.11910548,-0.13211383
1,2024,122.15926985733508,-2.820298332894751,air_keruh,0.0969,0.1309,0.1446,0.2019,0.20435,0.1885,0.16536796,-0.21334137,0.006030743,0.07742183,0.049727798
1,2024,122.1434770106554,-2.7925225425630016,air_keruh,0.1202,0.1138,0.1199,0.1913,0.24275,0.2309,0.22943445,-0.2540151,0.11853473,0.07587332,0.026101867
1,2024,122.16647963516712,-2.8230415849431183,air_keruh,0.1324,0.149,0.1532,0.1707,0.19645,0.16065,0.054029018,-0.067876115,0.07013481,0.07131366,0.013898069
1,2024,122.17471938126086,-2.826127735755532,air_keruh,0.1195,0.1286,0.12775,0.20825,0.2138,0.1724,0.23958336,-0.2364554,0.013150094,0.02061855,-0.0033158064
1,2024,122.16167311661242,-2.820984146513677,air_keruh,0.0776,0.0922,0.0876,0.227,0.1911,0.158,0.44310236,-0.42230573,-0.08586462,-0.044402536,-0.025584001
1,2024,122.166822957921,-2.8254419251727385,air_keruh,0.093,0.0972,0.0953,0.09725,0.12045,0.10565,0.010127257,-0.00025713985,0.106568664,0.062807865,-0.009870143
1,2024,122.18124251358508,-2.8254419251727385,air_keruh,0.0524,0.086,0.0514,0.3492,0.1987,0.0962,0.74338496,-0.6047794,-0.27468517,-0.23246895,-0.25181952
1,2024,122.19600539200304,-2.8816770384967865,air_keruh,0.0554,0.0508,0.0426,0.0318,0.0186,0.0166,-0.14516124,0.23002417,-0.26190478,-0.17520218,-0.087794445
1,2024,122.14759688370226,-2.798009170693175,air_keruh,0.0984,0.108,0.08765,0.2779,0.1886,0.0981,0.5204486,-0.4402695,-0.19142552,-0.15332158,-0.10401227
1,2024,122.1345172836773,-2.788376330481903,air_keruh,0.1438,0.1802,0.2061,0.2332,0.2948,0.2233,0.06168904,-0.12820514,0.11666669,0.14113225,0.06704635
1,2024,122.11323127293512,-2.789747994758242,air_keruh,0.112,0.1306,0.1581,0.1936,0.2423,0.19985,0.10093831,-0.19432446,0.11172288,0.13427761,0.09525455
1,2024,122.12215766453669,-2.7890621628200347,air_keruh,0.0777,0.08415,0.1348,0.1532,0.23235,0.21315,0.063888885,-0.2909206,0.20529115,0.22782378,0.23133135
1,2024,122.1290241196148,-2.788376330481903,air_keruh,0.1506,0.112,0.1149,0.1703,0.27985,0.2867,0.19424966,-0.20651789,0.24336332,0.103192896,0.012780947
1,2024,122.10361823582572,-2.789747994758242,air_keruh,0.04665,0.0703,0.0461,0.3009,0.1852,0.0952,0.73429394,-0.62122846,-0.23801687,-0.20082924,-0.20790374
1,2024,122.11735114598198,-2.790433826296401,air_keruh,0.2188,0.241,0.2756,0.2796,0.4296,0.3967,0.0072046258,-0.07414521,0.21150593,0.17181788,0.06697637
1,2024,122.13314399266169,-2.791119657434433,air_keruh,0.0519,0.0778,0.064,0.2912,0.2145,0.1188,0.6396396,-0.5783198,-0.15167098,-0.10392538,-0.09732013
1,2024,122.10911139988823,-2.790433826296401,air_keruh,0.06765,0.0893,0.0795,0.2654,0.2415,0.16855,0.5389968,-0.49647588,-0.047149315,-0.01842365,-0.058056884
1,2024,122.12627753758356,-2.789747994758242,air_keruh,0.0701,0.0733,0.1036,0.1256,0.1834,0.17255,0.09598601,-0.26294622,0.18705505,0.18914442,0.17128325
1,2024,122.13589057469292,-2.7924913185097093,air_keruh,0.08255,0.09675,0.0956,0.1935,0.2167,0.1585,0.33863714,-0.33333334,0.05655779,0.061613005,-0.0059786695
1,2024,122.1125446274273,-2.793862977983271,air_keruh,0.0704,0.0892,0.0937,0.2514,0.2715,0.2041,0.456969,-0.47621843,0.038439468,0.06317321,0.024603618
1,2024,122.12215766453669,-2.791805488172236,air_keruh,0.1041,0.1198,0.1154,0.1839,0.22035,0.19105,0.22886735,-0.21106353,0.09016697,0.076553114,-0.018707482
1,2024,122.17228278660698,-2.8343262081798564,air_keruh,0.1108,0.0912,0.0964,0.1262,0.1566,0.171,0.13387243,-0.16099358,0.10749644,0.032653052,0.027718542
1,2024,122.19906196141169,-2.902218948087463,air_keruh,0.0348,0.0522,0.0336,0.3292,0.1816,0.0887,0.814774,-0.7262716,-0.2889585,-0.25690606,-0.21678324
1,2024,122.18189582371636,-2.8857604729312696,air_keruh,0.142,0.1341,0.1281,0.2569,0.28565,0.2438,0.3345455,-0.3140665,0.05299051,0.018273538,-0.022883343
1,2024,122.21279487156792,-2.904276240657354,air_keruh,0.0377,0.06595,0.04055,0.341,0.1954,0.0913,0.78744596,-0.67588156,-0.27143922,-0.23224598,-0.23849763
1,2024,122.19013556981012,-2.8837031467517953,air_keruh,0.0961,0.1089,0.1437,0.2151,0.26205,0.22475,0.19899665,-0.32777777,0.098396726,0.1318781,0.13776723
1,2024,122.17640265965386,-2.82952555952671,air_keruh,0.1673,0.1985,0.2257,0.2168,0.24485,0.2185,-0.020112997,-0.04406452,0.060760297,0.10115251,0.064120695
1,2024,122.11941108250542,-2.790433826296401,air_keruh,0.1028,0.1196,0.1462,0.1986,0.2845,0.272,0.15197214,-0.24827152,0.17781,0.17661524,0.10007526
1,2024,122.10361823582572,-2.791119657434433,air_keruh,0.0578,0.0852,0.0636,0.3281,0.2495,0.1354,0.6752617,-0.5877087,-0.13608031,-0.10414876,-0.14516124
1,2024,122.2114215805523,-2.9049620040146484,air_keruh,0.0306,0.0536,0.0271,0.44,0.18145,0.07455,0.8839649,-0.7828201,-0.41604313,-0.38584998,-0.32837668
1,2024,122.20318183445856,-2.9077050532778217,air_keruh,0.0414,0.067,0.0324,0.4124,0.2021,0.0801,0.85431653,-0.72048396,-0.3422295,-0.3186111,-0.34808853
1,2024,122.2169147446148,-2.902218948087463,air_keruh,0.05195,0.06245,0.0725,0.2628,0.23055,0.17185,0.5675515,-0.6159877,-0.06536941,-0.018938174,0.07447202
1,2024,122.17777595066948,-2.8302113676951066,air_keruh,0.1957,0.2272,0.272,0.2717,0.2345,0.2506,-0.0005518116,-0.08919622,-0.07348872,0.04014788,0.089743614
1,2024,122.13657722020072,-2.793862977983271,air_keruh,0.06965,0.08125,0.0823,0.191,0.2357,0.1642,0.39773142,-0.40312216,0.104757436,0.09910999,0.0064200726
1,2024,122.12147101902886,-2.791805488172236,air_keruh,0.1144,0.142,0.1504,0.2216,0.2068,0.1502,0.19139785,-0.21892187,-0.034547146,0.030582806,0.028727747
1,2024,122.1077381088726,-2.796606292122122,air_keruh,0.07605,0.08785,0.1172,0.1421,0.2222,0.15715,0.096027784,-0.23592089,0.21987373,0.21746929,0.14313585
1,2024,122.18738898777886,-2.8816458168511616,air_keruh,0.0528,0.0756,0.051,0.3047,0.1732,0.0847,0.7132415,-0.60241914,-0.27516216,-0.22915591,-0.1943128
1,2024,122.20867499852103,-2.9015331830651485,air_keruh,0.0375,0.0574,0.0304,0.4188,0.138,0.0627,0.8646483,-0.75892484,-0.50431037,-0.4608612,-0.30751708
1,2024,122.12833747410698,-2.789747994758242,air_keruh,0.0718,0.08325,0.10285,0.14095,0.19275,0.171,0.15627563,-0.25735947,0.15522929,0.16297828,0.1053197
1,2024,122.12833747410698,-2.7959204641886903,air_keruh,0.0789,0.096,0.1091,0.1684,0.24135,0.1819,0.21369371,-0.27382755,0.17803536,0.17256376,0.06387127
1,2024,122.13520392918512,-2.7959204641886903,air_keruh,0.06225,0.0814,0.0791,0.231,0.2407,0.1645,0.489842,-0.47887325,0.020563917,0.043308046,-0.014330229
1,2024,122.14825019383356,-2.811694405027173,air_keruh,0.1518,0.1598,0.1802,0.2518,0.3158,0.2509,0.16574076,-0.223518,0.11275548,0.10271231,0.06000001
0,2024,122.12078437352103,-2.9961647806813843,darat,0.034,0.0538,0.0291,0.299,0.1534,0.0619,0.822615,-0.6950113,-0.32183906,-0.29194954,-0.29794934
0,2024,122.11735114598198,-2.9515929300659725,darat,0.0796,0.0894,0.0595,0.34,0.1872,0.09075,0.70212764,-0.58360505,-0.2898331,-0.25949273,-0.2008059
0,2024,122.13314399266169,-2.9371924102997076,darat,0.0289,0.0463,0.0255,0.2558,0.1225,0.0514,0.8186989,-0.693479,-0.35236585,-0.31592327,-0.28969362
0,2024,122.14138373875542,-2.939249638800187,darat,0.0517,0.0625,0.03935,0.2913,0.15695,0.06655,0.761984,-0.64669305,-0.29972115,-0.2720193,-0.22729506
0,2024,122.16541633152886,-2.9707933326410076,darat,0.06115,0.0924,0.04945,0.46485,0.22255,0.0953,0.8076998,-0.6683715,-0.35248762,-0.31829575,-0.30278465
0,2024,122.17090949559136,-2.9536501319627275,darat,0.0431,0.0582,0.0358,0.2658,0.1574,0.0658,0.76259947,-0.64074075,-0.2561437,-0.2304322,-0.23829791
0,2024,122.15854987645072,-2.920734446079777,darat,0.04625,0.05825,0.03295,0.2476,0.136,0.0625,0.7651043,-0.6190943,-0.29092804,-0.26987898,-0.2774123
0,2024,122.15374335789603,-2.938563896387965,darat,0.0852,0.0916,0.0752,0.2876,0.1706,0.0965,0.58544654,-0.51687765,-0.25534704,-0.20530231,-0.098321356
0,2024,122.13726386570856,-2.9097623358481757,darat,0.0417,0.0547,0.0322,0.2902,0.1625,0.0742,0.80024815,-0.6828066,-0.28208527,-0.26053932,-0.25891826
0,2024,122.10361823582572,-2.9111338554759674,darat,0.0325,0.0388,0.0189,0.1876,0.1122,0.0511,0.8169491,-0.6572438,-0.251501,-0.25341687,-0.34488738
0,2024,122.10499152684136,-2.92964920672624,darat,0.1066,0.1182,0.0822,0.4088,0.1939,0.1037,0.6651731,-0.5514232,-0.35656214,-0.30233735,-0.17964071
0,2024,122.10979804539603,-2.877531145896961,darat,0.0976,0.1068,0.0744,0.2526,0.1411,0.0688,0.5449541,-0.40567616,-0.28321058,-0.23811208,-0.17880793
0,2024,122.13314399266169,-2.880274261518069,darat,0.0408,0.0484,0.0266,0.2088,0.1202,0.0566,0.7740017,-0.6236392,-0.2693009,-0.25933403,-0.29066667
0,2024,122.12147101902886,-2.8946755099775783,darat,0.0375,0.0552,0.0266,0.2558,0.1481,0.0692,0.81161475,-0.6450161,-0.26665017,-0.2534188,-0.34963325
0,2024,122.1297107651226,-2.9515929300659725,darat,0.0602,0.0689,0.0468,0.2915,0.1654,0.08205,0.7233225,-0.61764705,-0.27599037,-0.2473843,-0.19101122
0,2024,122.14138373875542,-2.9509071952539268,darat,0.0485,0.06625,0.0357,0.3175,0.1842,0.08125,0.7978482,-0.65472317,-0.26569661,-0.24935995,-0.29965666
0,2024,122.1297107651226,-2.9646218109821163,darat,0.025,0.039,0.0191,0.2442,0.1214,0.0534,0.85491836,-0.7245763,-0.33588624,-0.3141323,-0.34251294
0,2024,122.13383063816948,-2.9701076097145687,darat,0.0216,0.0324,0.0151,0.2264,0.1207,0.0501,0.87494826,-0.7496136,-0.3045232,-0.29233977,-0.36421052
0,2024,122.15031013035698,-2.9646218109821163,darat,0.06,0.0758,0.0474,0.2954,0.1697,0.0756,0.7234539,-0.5915948,-0.27026445,-0.24157205,-0.23051947
0,2024,122.14344367527886,-2.9776505384644985,darat,0.0631,0.0749,0.06035,0.2864,0.1892,0.104,0.6519106,-0.5853861,-0.2043734,-0.1668475,-0.10757856
0,2024,122.13657722020072,-2.9906791118412337,darat,0.0707,0.0752,0.05275,0.2712,0.16455,0.0827,0.67433244,-0.56581986,-0.24475041,-0.2228183,-0.17545916
0,2024,122.10293159031792,-3.000279014273987,darat,0.03015,0.0452,0.02735,0.2969,0.15835,0.06805,0.831303,-0.7357498,-0.30433828,-0.2756704,-0.24603724
0,2024,122.1187244369976,-3.009878832403657,darat,0.0288,0.0466,0.025,0.3257,0.1801,0.0733,0.857428,-0.74966425,-0.28786084,-0.26697645,-0.30167598
0,2024,122.13520392918512,-3.017421487332154,darat,0.032,0.0588,0.0322,0.3795,0.221,0.0996,0.8435754,-0.73169065,-0.2639467,-0.23815255,-0.29230767
0,2024,122.15443000340386,-3.0181071806413065,darat,0.0171,0.0274,0.0121,0.1836,0.1165,0.0483,0.87634134,-0.7402843,-0.22359213,-0.21894929,-0.38734177
0,2024,122.14893683934136,-2.9906791118412337,darat,0.0507,0.0626,0.0411,0.342,0.1876,0.0814,0.7854346,-0.69055855,-0.2915408,-0.2639202,-0.20732886
0,2024,122.1070514633648,-2.952278664454851,darat,0.0422,0.05,0.0256,0.3192,0.1572,0.0714,0.85150814,-0.7291441,-0.3400504,-0.32818818,-0.32275134
0,2024,122.10361823582572,-2.880274261518069,darat,0.03255,0.0418,0.02415,0.2188,0.12655,0.05435,0.80119365,-0.67920184,-0.26712027,-0.25034198,-0.26762697
0,2024,122.1187244369976,-2.91456264723954,darat,0.0398,0.0634,0.02895,0.386,0.17105,0.07155,0.8604651,-0.71784604,-0.385872,-0.36081818,-0.37303737
0,2024,122.12078437352103,-2.9214201994140105,darat,0.0476,0.0722,0.0351,0.4244,0.1835,0.0799,0.84722525,-0.70922273,-0.39628226,-0.3669273,-0.34575954
0,2024,122.1949420883648,-2.933077941931523,darat,0.0334,0.04885,0.02545,0.2571,0.14815,0.06175,0.81985486,-0.68066674,-0.26884636,-0.25188535,-0.3149394
0,2024,122.17434272313042,-2.916619917284004,darat,0.0237,0.0436,0.0209,0.3144,0.1255,0.0506,0.8753355,-0.75642455,-0.4294158,-0.39566565,-0.35193798
0,2024,122.10911139988823,-2.847356439759054,darat,0.061,0.07845,0.0632,0.2334,0.1717,0.0893,0.57383686,-0.4968735,-0.15230808,-0.11241263,-0.10765976
0,2024,122.11941108250542,-2.8500996276494757,darat,0.121,0.1249,0.1219,0.2054,0.23475,0.16375,0.25511765,-0.24371785,0.06668181,0.044286653,-0.012155586
0,2024,122.14275702977103,-2.880274261518069,darat,0.14605,0.1538,0.13045,0.3245,0.23325,0.15535,0.4265304,-0.35688898,-0.16360374,-0.12807912,-0.082146004
0,2024,122.14893683934136,-2.8953612791555927,darat,0.0396,0.0548,0.0282,0.233,0.1323,0.0593,0.7840735,-0.61917996,-0.27566382,-0.25883165,-0.32048193
0,2024,122.14619025731012,-2.909076575408442,darat,0.0405,0.0637,0.03255,0.30575,0.1605,0.06865,0.80756724,-0.6551631,-0.31152815,-0.28407195,-0.32363635
0,2024,122.1674762680523,-2.891246657864011,darat,0.0491,0.0686,0.0392,0.2727,0.15305,0.07215,0.7486374,-0.5980076,-0.2810335,-0.2520183,-0.27272725
0,2024,122.11117133641169,-2.852157014276689,darat,0.0726,0.0879,0.0622,0.2924,0.1669,0.0821,0.6491822,-0.5377334,-0.2732419,-0.22874938,-0.17121918
0,2024,122.10430488133356,-2.8158093110878233,darat,0.063,0.0827,0.08145,0.23335,0.24265,0.145,0.48252857,-0.47666508,0.019537833,0.044725616,-0.007614979
0,2024,122.10430488133356,-2.9680504383807684,darat,0.03275,0.04465,0.02375,0.2657,0.12675,0.05465,0.83589566,-0.71226037,-0.35405785,-0.32954672,-0.30555555
0,2024,122.16610297703669,-2.9879362671281076,darat,0.03765,0.0561,0.0322,0.3153,0.1761,0.07305,0.8146762,-0.6978998,-0.28327227,-0.25772828,-0.27066815
0,2024,122.17777595066948,-2.96873616258434,darat,0.0414,0.0622,0.0395,0.3124,0.1846,0.08545,0.7755044,-0.6679125,-0.2571429,-0.22443332,-0.22320548
0,2024,122.11597785496636,-2.9262204610202547,darat,0.0507,0.0667,0.03765,0.32515,0.16265,0.0675,0.7924476,-0.65956366,-0.33312833,-0.30469495,-0.27839002
0,2024,122.10567817234916,-2.8857604729312696,darat,0.0736,0.0665,0.0382,0.2076,0.1384,0.0633,0.6891782,-0.51477563,-0.19999999,-0.22848405,-0.2702961
0,2024,122.0905719711773,-2.890560886197288,darat,0.0648,0.067,0.0493,0.2501,0.1637,0.0726,0.6706747,-0.57742035,-0.2087965,-0.19302897,-0.15219262
0,2024,122.08851203465386,-2.9728504988645215,darat,0.0328,0.05,0.0294,0.2164,0.1551,0.0674,0.7607811,-0.6246246,-0.16500671,-0.14918146,-0.25944585
0,2024,122.1345172836773,-2.9097623358481757,darat,0.0382,0.0472,0.0264,0.284,0.1611,0.0695,0.8298969,-0.71497583,-0.27611774,-0.2642731,-0.28260872
0,2024,122.14825019383356,-2.91867718356497,darat,0.0351,0.04475,0.0233,0.2312,0.1285,0.05415,0.8168959,-0.67566586,-0.2855157,-0.27385792,-0.31520942
0,2024,122.17228278660698,-2.931020702069122,darat,0.0324,0.04725,0.0273,0.2326,0.11845,0.05515,0.7899192,-0.6623191,-0.32516736,-0.29032257,-0.26760563
0,2024,122.1839557602398,-2.938563896387965,darat,0.0292,0.0387,0.022,0.2402,0.1372,0.0601,0.83218914,-0.7224812,-0.27291998,-0.2571162,-0.27512357
0,2024,122.17502936863823,-2.9824505571470876,darat,0.033,0.0522,0.0297,0.2746,0.1488,0.0609,0.8047979,-0.68053854,-0.29711857,-0.26558322,-0.2747253
0,2024,122.16404304051323,-2.998907604795878,darat,0.03115,0.0467,0.02265,0.3099,0.133,0.0539,0.8637799,-0.7380819,-0.39941293,-0.3732635,-0.34679165
0,2024,122.09469184422416,-2.863129680729443,darat,0.0676,0.0875,0.0734,0.267,0.2306,0.14,0.56874263,-0.50634694,-0.073151104,-0.047917303,-0.087632075
0,2024,122.10293159031792,-2.85627177648669,darat,0.0528,0.074,0.058,0.3018,0.2005,0.1049,0.67759866,-0.6061735,-0.20167233,-0.15674444,-0.12121214
0,2024,122.1180377914898,-2.857643360614718,darat,0.1079,0.104,0.0813,0.2243,0.1498,0.08185,0.46793196,-0.3664331,-0.1991446,-0.17947808,-0.12250407
